,Text,Label,whissel_pls,whissel_act,whissel_img
10,"China has expelled three WSJ journalists for writing a ""racist"" opinion piece, i.e. telling the truth about experiences of Coronavirus in China for a Western audience  Do you want your journalists to be ""racists""?",Neutral,1.889628,1.7359280000000001,1.584
11,Fuck the Communist Party of China.  😡 😡 😡  #ChinaLiedPeopleDied 👹    https://t.co/MoaZ3OHmLJ,Hate,1.63442,1.9939600000000002,1.6
12,@getongab zoom=chink trash,Neutral,2.3333,1.5,2.4
13,"@realDonaldTrump Asian Americans will encounter more discrimination and violence, because of you calling the coronavirus, the ""Chinese Virus"". The blacks are beating the Asian people up in Philadelphia. Please stop the racist violence. #RacismIsAVirus",Counterhate,1.8074759999999999,1.73244,1.7280000000000002
14,@Fight4_Freedumb @Whyaduck @ClueHeywood @realDonaldTrump Nopity Nope. Calling it the Chinese Virus is racist. Closing flights from 1 country is ineffective. Can I ask you a serious question?,Counterhate,1.7879823529411765,1.5946470588235293,1.5999999999999996
15,Let's trend  #ChineseVirus till these losers stop eating the shit they eat. #ChineseVirus #ChineseVirus #ChineseVirus #ChineseVirus #ChineseVirus #ChineseVirus,Hate,1.60154,1.6366,1.6
16,@ChineseTigress @ashoswai Hello female Chinese virus Go eat pig shit,Hate,1.8822999999999996,2.129028571428571,2.4857142857142853
17,"@Honda The US people has been killed enormously with Chinese killing virus!We are in a hurry to increase Ekmo production,especially with respiratory failure!Seems to be deceive with Interleukin administration by Cytokinestorm!Administer Avigan early! https://t.co/QPMHYqZ41S",Neutral,1.8435090909090908,1.760690909090909,1.7090909090909094
18,@nytimes Well that’s not true. It was for non-Chinese Virus treatment. Lying asshole trouble making twats.,Non-Asian Aggression,1.54428,1.6501099999999997,1.24
19,"This heartless spineless monster wants this virus to spread in hoping it will wipe out POC, LGBTQ, Muslims, Asian and women who can't stand his mushroom dick ass.",Non-Asian Aggression,1.7413049999999999,1.656455,1.78
20,@JackyLe23850225 @chinaorgcn We are all fuck because of the #ChineseVirus we should hold China accountable and all countries should impose sanctions until they become transparent 😡😠🤬 thousands of deaths and economic catastrophe because of China's lack of transparency about the #ChineseVirus,Hate,1.714740625,1.5952468750000004,1.5187500000000003
21,@AOC #ChinaLiedPeopleDied  quit blaming the President and republicans. How about you STFU. You have no clue.,Hate,1.6394272727272727,1.6431454545454545,1.3818181818181816
22,"As of last week, @MarvelStudios’ #BlackWidow’s now 2020’s only film 2 have it’s trailer pass 40 million views on @YouTube, meaning it passed d threshold needed 2 have a shot @ being 2020’s lone billion dollar worldwide hit, even if China can’t help it due 2 the CoronaVirus Crisis https://t.co/ABT3naCLqf",Neutral,1.7655906250000002,1.7398468750000002,1.5749999999999997
23,"@marvenwhidden @ErinOTooleMP you mean the ""experts"" who have been wrong since this started. I will not listen to @CPHO_Canada. She lies. Constantly. She's about as sharp as skippy.  And I don't like being called a racist. Especially by a racist. #kungflu #WuhanVirus",Neutral,1.8157033333333332,1.6359799999999998,1.2866666666666664
24,"@IngrahamAngle Exactly, like the Zika river, the ebola river and the west nile river. Get over it bitch, #ChinaVirus #WuhanVirus no one will stop using this terminology. Also black people are super predators. You should of spoke up on that first. You command no one. Sit down and take a nap.",Non-Asian Aggression,1.7681971428571426,1.6691657142857141,1.5085714285714287
25,USA SPREAD THE COVID 19 (ISRAELI) VIRUS IN CHINA AND LOOK RACIST ARE BULLING CHINA AND THREATENING TO KILL CHINESE,Non-Asian Aggression,1.5947,1.7979307692307693,1.8923076923076925
26,"Let there be no mistake, China is not responsible for #ChinaVirus. We are, everyone of us suffering in any part of the world. If we take this shit lying down, we deserve this.  Watch them make money as the nations bleed .... wake up.",Counterhate,1.7705176470588233,1.6320970588235293,1.588235294117647
27,March 13th: 10% raise April 3rd: company announces 20% salary cut across the board until #WuhanVirus era is over...  Fuck you 2020.,Neutral,2.0233785714285717,1.7130285714285713,1.8714285714285714
28,I'm losing my mind 😵 quarantine is making me mad. #Chinese douchebags ate shit infected everyone with this #ChineseVirus and now the whole world is suffering for them. Bloody shitbags! Bloody ban #china ban Chinese people!😤  #Coronavirus,Hate,1.8040409090909086,1.6803727272727278,1.736363636363636
29,"#Coronavirius ""#Trump  cut funding for #CDC -  ! Forcing the CDC to cancel its efforts to help countries prevent infectious-disease threats from becoming #epidemics in 39 of 49 countries in 2018. AMONG THE COUNTRIES  ABANDONED? -- CHINA.""",Neutral,1.7154318181818178,1.750327272727273,1.6454545454545453
30,@lukedepulford @WHO @hkdemonow @Stand_with_HK Taiwan alerted the WHO of the possibilities of human-to-human transmission of the Wuhan Virus in late December and the WHO just ignored it. This is a crime against humanity. The international community MUST take the WHO and Communist China to account !,Hate,1.6960114285714283,1.5473714285714282,1.4742857142857144
31,"Two weeks ago, your entire party was criticizing his interest in shutting down the border to China saying it was racist and unnecessary.  Every single thing is turned as a politicized weapon.",Neutral,1.7535576923076923,1.5690846153846154,1.676923076923077
32,"@scotapathy @TheWayneOffendr @nickwirbel @ChrisDepo @DanCrenshawTX Trump absolutely is not the one that created the shit culture he’s just the one that’s made it more apparent. Also, calling it the Chinese virus is no different that any other virus named for it origin. I do not refer to it as such, but these pear clutching attempts to call it",Neutral,1.673434782608696,1.6619717391304345,1.3695652173913044
33,@RealHeidiSears The Chinese and thier masssssss population. Not their fault. They just like to fuck but between you and I who doesn't. From my understanding it came from food market in China were certain animals were Infected and spread it amongst each other to cause this Virus !!,Neutral,1.811936842105263,1.6459263157894737,1.4315789473684213
34,@PoliticusSarah Facts?! Hundreds of thousands dead?!? Make shit up much? #hack #ChineseVirus #ChinaLiedPeopleDied #MAGA2020,Hate,1.8352333333333333,1.8559333333333334,2.033333333333333
35,It's hilarious how Andrew Yang was smeared as a defacto white person because Asians are somehow basically white people. Pretty sad to see other minority groups say that about another minority group who faces racism daily.,Neutral,1.8277785714285713,1.6005392857142857,1.671428571428571
36,Look at These Chinese Bastards America🖕🖕 LET'S KEEP THESE CHINK BASTARDS OUT OF AMERICA!! #ChinkVirus #ChineseVirus  #ChineseVirusCorona  #ChinaLiedPeopleDied,Hate,1.6433454545454544,1.766763636363636,1.5818181818181818
37,"@HuXijin_GT Oi.... this fucking Wuhan coronavirus originated from Wuhan, China. Stop preaching. Just stfu!!!!",Non-Asian Aggression,1.6666666666666667,1.6995666666666667,1.5666666666666667
38,"THIS IS SO F*** RACIST! WTF I’m so pissed! Republicans calling it “Chinese Coronavirus” is scientifically inaccurate, wrong, and extremely dangerous! There’s already cases around the country Asian people getting stabbed and beat up for being “chinese coronavirus”. https://t.co/o4s1U86pse",Counterhate,1.8485851851851849,1.7130296296296297,1.5777777777777777
39,@OKAMIDUAN @Chamanpandey5 @realDonaldTrump It took you so long to https://t.co/lxQ7UYfeWk Were you learning english Mr chinese virus?China is endangering lives and u have to admit it.fucking your mother is not the only option I got.That too will result me suffering from the Chinese virus.,Hate,1.8460969696969698,1.6221636363636358,1.5090909090909088
40,@belkiswille @PrimeministerGR It’s ccp virus which killed those innocent all around world...it’s ccp’s dirty and inhumanity plan which is still killing more innocent people all around world...evil ccp must be punished for a better life of all chinese as well as the rest of world people... https://t.co/91WxQ8Wf0a,Hate,1.8894861111111112,1.6628833333333335,1.6222222222222225
41,@_sabanaqvi The world is blaming China  and Wuhan As for india the first death in Karnataka is Mecca returnee . Most of our infection came from the west. And now the greatest spread is because of the stubborn muslim group inviting virus infected  from muslim country. Now  defying lock down,Non-Asian Aggression,1.7057117647058826,1.5360352941176472,1.4764705882352942
42,"@realDonaldTrump Please stop calling it the Chinese virus.  It sounds very racist. It's very Italian, American, British, etc. now!!  Just stop!  I want to re-elect you, but every time you open your mouth, makes me question it.  America has always been great, show the world that it is classy too!",Neutral,1.924039393939394,1.6759151515151518,1.4787878787878788
43,"yall ever see someone ignore your questions and then just carry on like i didnt ask? that shit hits different. oh well, what do i know, im just a chink",Neutral,1.8525636363636364,1.7807181818181816,1.5181818181818179
44,DHS has admitted allowing people coming here from EU have come from China First! All they have to look at dated stamp on Passport! If they were in China it will be stamp so! Lazy ass Mfers!,Non-Asian Aggression,1.811208,1.6450320000000005,1.376
45,"@RealTimBlack So Turn the other cheek Asians even if your POTUS is blaming your race for a virus you had no control over, i've had to see friends get treated like shit since Trump started calling Covid 19 the Chinese virus. Andrew is a Coward &amp; traitor , those who defend him are BLIND!",Non-Asian Aggression,1.8336214285714294,1.7506095238095238,1.5523809523809522
46,"Travel restrictions put on China is protecting America from massive exposure to the Coronavirus. Fundamental approach to protecting Americans!!. Exact same protection required at our Border immediately. Stop human trafficking, disease, gangs and illegal migration. Protect America",Neutral,1.882940740740741,1.7335962962962963,1.548148148148148
47,"Did you thank them for the virus too? Without the Chinese, you wouldn’t need more ventilators. Was there Shmoozy ass kissing?",Hate,1.6990733333333334,1.5993133333333334,1.2
48,"Is the name ""#WuhanVirus"" Racist or is #ChrisHayes?🤡#WuhanFlu #coronavirus  By the Left’s Standards, They are #racist ! CNN WaPo said Wuhan,so shut em down?👏🏻#LiberalismIsABrainEatingVirus  #COVID19 = China Overlooks Viral Infectious Disease! https://t.co/vQXRqKZ2Wg via @YouTube https://t.co/yg3lCmx37W",Hate,1.6537714285714284,1.5318500000000002,1.3142857142857143
49,"It just take a fucking sneeze then you have china, korea, malaysia, indonesia ans the rest of asia to buy $btc like candy. Really. Just one messed up thing from their bank and the people will abandon them because of #coronavirus",Neutral,1.7865741935483872,1.6932225806451613,1.4838709677419355
50,"@el_mago_jinete @tyrone_brother Stop eating vermin and exotic animals, you damned slant eyed COVID-19 spreader! Mind YOUR damned business, Ladyboy Ling Ling! 🐀🥡🥢",Hate,1.8431333333333333,1.7445444444444445,1.7777777777777777
51,"@XHNews XI and CCP both are criminal, both have ruined people, killed so many own citizen  in Wuhan.Killed own people by bullets,number of deaths not true.Then they spread Wuhan virus all over,ruined Itlay, Spain other 190 counties. Life has come to halt.",Hate,1.7617,1.728585185185185,1.5925925925925928
52,@Huawei_Canada Fuck off and get the fuck out of #Canada and the #US - we’ve been infected enough by your #CCP #China virus and other BS! #ChineseWuhanVirus #ChinaLiedPeopleDied,Hate,1.5700947368421054,1.7376,1.3684210526315788
53,The hypocrisy of the left calling people racists over the name Chinese Virus.   But literally teach in schools how the WHITE MAN brought disease. 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,Neutral,1.75717,1.643055,1.7799999999999998
54,"Damned if you do, damned if you dont...,. Scientists question China’s decision not to report symptom-free coronavirus cases https://t.co/GDidJJzizF",Neutral,1.8030846153846158,1.7932076923076927,1.5538461538461539
55,"Day whatever in quarantine, I have joined multiple different groups on Facebook but this kinda blew my mind. We’re the only country and by we I mean racists, that call it the “Chinese virus” everybody else calls it the American virus because nobody stays the fuck inside here :) https://t.co/W8YiLDphMJ",Non-Asian Aggression,1.7371906976744187,1.6650558139534888,1.5860465116279074
56,"@RyanB8403 @MsMariaT @IvankaTrump You do know that the New York Times is not libtard Fake news, right? Did you read the headline? MY tweet was a rebuttal to that bullshit tweet about sending PPE to China, which the lefties would have bitched about if we didn't &amp; then called @realDonaldTrump racist. #WuhanVirus",Neutral,1.8736696969696969,1.6350878787878784,1.2727272727272727
57,"@realDonaldTrump America has been killing humans overseas for 19 years for ISRAELI COMMUNIST JEWS. Trump has the Coronavirus beat, he bomb Syria and in one day MURDERED 500 HUMANS and did a billion dollars in damage. STOP THE COMMUNIST JEWISH SUPREMACIST CANCER KILLING THE WORLD. HITLER WAS RIGHT https://t.co/WEKtMfaDym",Non-Asian Aggression,1.7309484848484846,1.7066454545454544,1.806060606060606
58,@afneil Ooh that is racist. Reporting facts is racist now. Just like saying the #ChineseVirus originated in #China,Neutral,1.9417909090909091,1.5710818181818182,1.2727272727272727
59,@Eberechiukwu @Imamofpeace Fuck ur self. Chinese virus.,Hate,1.42855,2.2619,2.0999999999999996
60,Why the fuck he is dragging India into this? China is not a saint. They kept quiet about Coronavirus for months.,Hate,1.6994733333333336,1.5503333333333336,1.2666666666666664
61,@GhostMan868 Better yet...use it on the FUCKING CHINESE WHO INVENTED THIS SHITTING VIRUS,Hate,1.6905454545454546,1.7202,1.8727272727272726
62,"This just shows how STUPID you are! You attack President Trump, who is doing a fantastic job and you ignore the fact that the United States was attacked by a Chinese Virus that they were weaponizing to use against us!  WHAT’S WRONG WITH YOU?  Oh now I get it, you hate America!",Non-Asian Aggression,1.7263695652173912,1.725069565217391,1.4304347826086956
63,@CBCAlerts @CBCNews John Tory failed us horribly. At the beginning he accused people of being racist for self isolating by avoiding Chinese restaurants. Wasn't racism just science - avoid nations where the virus began. Now he scolds people for not self isolating. All of them are damn incompetent.,Non-Asian Aggression,1.7625411764705883,1.7423441176470589,1.7000000000000006
64,"#ChinaVirus These savages have much to answer for. And fuck paying them back for any money they lent to #America! They weaponized this #virus. By the way, how is #GeorgeSoros these days?? #covid19",Hate,1.6843695652173911,1.6532652173913045,1.4260869565217391
65,Steve Bannon's New Movie: 'Claws Of The Red Dragon' - Official Trailer #CCP #CCPvirus #XiJingping #espionage #China #Huawei  https://t.co/AERVIVkHkB,Neutral,1.9215499999999999,1.8035000000000003,1.7333333333333334
66,@DailyCaller Dr. Birx: common Chinese people didn't know there was human-to-human transmission till Jan 18th. Chinese government informed US even earlier than common Chinese people. No excuse for virus spreading in America.,Hate,1.7978916666666664,1.6817,1.7166666666666668
67,"@AmbLiuXiaoMing Fuck china communist and Xi "" winnie the POOP"" jinPIG.. You guys ..need to bow and apologize to the world. #ChinaVirus https://t.co/rJhSTDYQNn",Hate,1.6848,1.7217083333333336,1.4333333333333333
68,@fihdeIah shut it chink,Hate,1.35,1.2381,1.8
69,"@DrTedros @WHO @KingSalman You a bitch. #ChineseBitch  #BruceAylward cant even read the word #Taiwan , the best country in fighting #ChineseVirus",Non-Asian Aggression,1.9271545454545456,1.6013,1.8545454545454547
70,@BarackObama Fuck you . It’s a Chinese virus moron.  It’s not the result of climate it’s the result of countries that eat weird shit like bats.,Hate,1.790795454545455,1.7124954545454545,1.5272727272727276
71,"@yourspenfully @Mcgriffins4 @SDEKenya @StandardMediaKe @FredMatiangi @KenyaAirways @KenyaAirports @StateHouseKenya @flyethiopian Time to tell these airlines some truth. The #CoronaVirus kill. They've been manufactured to kill. That's why they - alongside their more toxic products - are created to kill. China calling them ""common cold"" deliberately minimizes the harm they cause. @KenyaAirways ,@flyethiopian",Hate,1.7427346153846153,1.6835807692307692,1.2923076923076922
72,@mindmixradio @realDonaldTrump Niterz...outta here and the Chink virus can eff off!,Non-Asian Aggression,1.51668,1.4587400000000001,1.52
73,@alexbarmy @allanhilluk @jaglancy @10DowningStreet They sat on this virus for months knowing that there would be a surge of Chinese nationals back into the west after Chinese New Year. A fucking disgrace what they’ve done. The personal and economic impact will be huge. They should be dragged over the coals for what they’ve done.,Non-Asian Aggression,1.7205955555555557,1.5594044444444446,1.4755555555555557
74,"@Casper324B @PaulGavigan4 @SenSchumer He clearly says we need a check and balance. BTW the corona virus didn’t get here via China. Trump let it in, and his unqualified shit for brains gov officials aren’t preparing health workers for this. They just exposed a bunch of folks to this because of sheer incompetence.",Non-Asian Aggression,1.734920512820512,1.6068153846153852,1.4717948717948721
75,"I'm CONFUSED. IF THE VIRUS IS TRANSMITTED HUMAN TO HUMAN BUT THERE ARE NO HUMANS ON THE STREETS BECAUSE OF THE 60M PPL QUARANTINE, THEN WHY ARE THEY SPRAYING THE STREETS?  Another video of chemical disinfection in the streets of Wuhan #coronavirus  https://t.co/aRlkNuNIhS 03",Neutral,1.758628125,1.59195625,1.4374999999999998
76,That Corona virus aint stopping yall bitches from getting yall nails done by Ling ling🤧,Hate,1.611877777777778,1.7804666666666666,1.6666666666666667
77,"If that’s the case China 🇨🇳 should have about 788k deaths 💀... pretty sure they are lying their ass off about 3,300 deaths 💀   #coronavirus 🦠  #ChinaLiedPeopleDied 💀",Hate,1.7239000000000002,1.5358588235294117,1.4941176470588236
78,@JJamesMIA @LatimerJane @pumpkin_yuleimy @eekamax @1Kingofthefall @JeffreyGuterman @realDonaldTrump The virus did inherently come from China but you can’t just call it the Chinese virus because that’s racist. or KungFlu because 1. It’s not a fucking flu it is a Coronavirus which is a type of virus. And 2. That’s also racist.,Counterhate,1.685727272727273,1.5737484848484848,1.303030303030303
79,@TwittahVictoria note how a chink comes upo at the end for him filming lmao,Hate,1.71659,1.34456,1.6400000000000001
80,@JoeWongComedy You mentioned in your live show today that you were so mad once at the backstage of a theater because the comedians called you “chink”. It reminded me that when I was pursuing my master degree one white girl told me to “open your eyes”.i was so upset because I had big eyes...,Counterhate,1.851253191489361,1.7044638297872337,1.527659574468085
81,"@SkyNewsRicho Each country can order the vaccine, then remove the cost of the vax from the enormous debt that each country has amassed because of the Chinese virus.  Global class action is required to recover the remaining economic &amp; human cost.....",Neutral,1.8098000000000003,1.585691176470588,1.564705882352941
82,President Trump shouldn’t answer the stupid question off topic of the Chinese Virus.  I like it when Trump bitch slaps the media. They have a democrat telling them to ask these stupid ass question I bet there a bunch of puppet ass clowns 🤡,Non-Asian Aggression,1.745618181818182,1.7014606060606057,1.4606060606060607
83,"@renoomokri Which evidence is there, sir Reno, or has any country any record of a Chinese infected with the virus entering and spreading the pandemic disease in their country? China has no liaison whatsoever with any country, which by her territorial negligence contracted the deadly virus.",Counterhate,1.684426470588235,1.635076470588235,1.564705882352941
84,@DrDenaGrayson You dumb ugly ass @realDonaldTrump closed flights from China to stop spread of #ChineseVirus. Then you called him racist.,Non-Asian Aggression,1.7353214285714285,1.5983857142857143,1.6428571428571426
85,"Bro, why can’t kpoop just hurry up and be as good as anime OPs. I’d listen to it then. And why do kpoop stans always tweet and then use some chinky cunt dancing as a reaction like bruh I don’t wanna see Heung-Min Son in his freetime after getting knocked out the Champions League",Neutral,1.872035,1.7300600000000004,1.435
86,@AdamYoungHK @StandNewsHK Fuck all fake rubbish 76 ass hole hk fucking popo wish all they can get corona wuhan virus asap and die immediately,Non-Asian Aggression,1.5954357142857145,1.7479357142857144,1.6714285714285713
87,@CNNIDdaily MORE PEOPLE DIE FROM THE REGULAR FUCKING FLU EVERY YEAR THAN THE NUMBER OF PEOPLE WHO HAVE DIED FROM THE CORONA VIRUS JUST WASH YOUR HANDS COVER YOUR MOUTH WHEN COUGHING TAKE YOUR FUCKING VITAMINS AND STOP BEING RACIST TO EVERY ASIAN PERSON YOU SEE YOU FUCK HEADS,Counterhate,1.777375,1.6961477272727272,1.7954545454545454
88,"@BGrueskin The Chinese have either eaten every animal on the planet or caused a virus to kill every human except me, but I refuse to blame them, I'm not a racist.",Hate,1.7645888888888888,1.7212444444444444,1.5555555555555554
89,"Imagine being this painfully stupid and uneducated, Spanish found never came from Spain.  Beyond the small deluded minority of Americans that don't mind looking stupid as fuck, nobody would even know what you mean if you said cHinEsE vIrUs",Counterhate,1.667865714285714,1.637017142857143,1.502857142857143
90,"@l_pavlatos @AnonPath @FlickerNorthern @Rae96694001 @jetrotter @FBI Yeah, but calling it the Chinese virus or the Wuhan flu makes it seem like it’s the Chinese citizens fault. It isn’t. It’s the dumb bitch they’ve got in charge. Winnie the Pooh looking bitch. You know who I’m talking about.",Counterhate,1.8190300000000001,1.5316166666666668,1.4000000000000001
91,"@TheChineseGovt the oppressive communist dictatorship is in itself a blood sucking virus on the world at large. They have one goal in mind, to oppress freedom, domination of democratic countries thru predatory indebtedness and populating foreign countries with Chinese nationals",Hate,1.7127709677419352,1.649951612903226,1.6387096774193548
92,This is ridiculous! Surely the UN and every bloody country in the world needs to be asking “what the fuck are you thinking China?!”,Hate,1.791245,1.5610600000000001,1.3599999999999999
93,i feel like the coronavirus has basically given people an excuse to be racist towards chinese people  the prc's government sucks but the government ain't the same as the people,Counterhate,1.909211111111111,1.7689037037037039,1.5925925925925926
94,China sucks dick and so does 90% of other countries in the world. Call me xenophobic 🤷🏻‍♂️,Hate,1.744109090909091,1.7393454545454545,1.7090909090909092
95,@ErkinSidick Chinese virus kill humans! Let china pay !,Hate,1.4825399999999997,1.9780799999999998,2.2399999999999998
96,This is indeed a fact. There are videos of Nancy encouraging the celebration of Chinese New Year and downplaying the virus. Leaders in New York the same. So get off Trumps ass you tools.,Non-Asian Aggression,1.8465639999999994,1.6459199999999998,1.4320000000000002
97,"@isgoodrum We do not need the intelligence community to know what happened with the #CCPVirus. The CCP hide the information from early Nov 2019. Tedros,, the maoist stated Jan 14th there was no human to human contact.  Tedros lied... people died",Hate,1.8022724137931034,1.6605068965517238,1.4551724137931035
98,If you let the #ChineseVirus establish a Critical Mass in a High Density Area...  the benefits of Seasonal Change in SLOWING the Spread will be diminished   Be Aggressive Early Slow the Spread Buy Time  Your area does NOT need to be #NYC (they Fucked up big time) https://t.co/n6NlWcYxwG,Hate,1.804264285714286,1.6991119047619048,1.5619047619047621
99,"@HANAYoussef4 @Garou_Hidalgo @lucas_ammr Becasue you are living in a shit-hole country, and Italy/Spain/Iran are shit-holes compared with China. You people are inferior and not as disciplined as Chinese. China spent 101 billion ￥ to contain the virus. Also the origin of COVID19 is quite possible from US named ""FLU""",Counterhate,1.8251031249999998,1.68065,1.275
100,"@CBPMarkMorgan https://t.co/jLfMe4uLHu AS THE WUHAN VIRUS SPREADS THROUGH 3RD WORLD COUNTRIES LIKE AFRICA &amp; INDIA-BOTH HAVING RIOTS NOW, IMMIGRANTS WILL TRY TO FLEE TO U.S.!! MUST KEEP OUR BORDERS CLOSED TO ALL IMMIGRANTS OR WE ARE INSANE!!",Neutral,1.8056857142857141,1.6686714285714281,1.6714285714285715
101,"@Mranking1 @CNN what the fuck connection between this thing and china,we chinese  love Dr .fuci for the same,cuz he trys to inform people about the virus",Counterhate,1.7675473684210525,1.6758736842105264,1.5684210526315787
102,"FT is actually full of so many racists and xenophobes it's disgusting. Call someone the n word and you get bagged instantly and swore at by everyone. Be racist to asian/Chinese/South Asian people (chink,paki etc) nothing happens. Simply disgraceful.",Counterhate,1.8082925925925923,1.6085148148148147,1.4740740740740739
103,"Yeah, the WAR has just begun. It is the sacred war to stop Xi Jinping(a.k.a. Xitler) and CPC. Because of Wuhan FUCKING coronavirus. ALL OF GUYS, IT IS TIME TO UPRISE! Let's KILL FUCKING Xitler! #FreeHK #FreeTibet #FreeUyghur",Hate,1.6667833333333333,1.739020833333333,1.5916666666666666
104,@HuXijin_GT Fuck off and die Chink,Hate,1.3135,2.055575,1.6
105,@WHO #ChinaCoronaVirus #ChinaVirus #WuhanCoronaVirus #KungFlu #KungFluFighting #VirusChina #CommunismKills #chicomvirus #ChiCom   Bite me bitches!,Hate,1.7053500000000001,2.1869,2.7
106,@WBYeats1865 Fuck the chinese make a lot of people died in this #ChineseVirus. They will go to hell #ChinaLiedPeopleDie,Hate,1.7009,1.7160375000000003,1.6874999999999998
107,@realDonaldTrump @larry_kudlow @MariaBartiromo Its not the virus......ITs FuckIn CHINESE'' VIRUS'',Hate,1.46875,1.560425,1.35
108,the Wuhan wet markets have reopened ..  AND NOT A SINGLE FUCKING LESSON WAS LEARNT.  #ChineseVirus,Hate,1.7108636363636365,1.8176454545454548,1.6909090909090907
109,@JoeySalads So how is saying the china virus racist the Chinese Communist Party is not a race it is an authoritarian government that has nothing to do with race the CCP lied and covered up the extent of this virus and had the W.H.O as their propaganda machine,Hate,1.6738142857142857,1.6793190476190478,1.4047619047619047
110,@ScotchJLK @FasherMichael I’m based in New Zealand you numbskull. I’m not defending China — they fucked up by not reporting the virus initially. But it takes some incredible mental gymnastics to go from that to “oMg neW w0rLd oRder viRus is a ChiNeSE BIOWeApOn!!1! 🤪”,Hate,1.7575818181818184,1.7603393939393936,1.4303030303030302
111,"@carmenbest @LoriMatsukawa What happened to sticks&amp;stones? 911 if called a name? Used to be life endanger, report fire, crime occurring! Ready for busy lines? PPL need to toughen up! This is ridic! 1 cant even say ""Chink in armor"" meaning minor &amp; bad flaw from broken link/plate in Chain &amp; Scalemail armor.",Neutral,1.7832000000000001,1.6716466666666667,1.5266666666666668
112,@isfinalcountdo1 @_taiwano1 #CHINAVIRUS CHINA IS ASS-HOE https://t.co/45g5KsSbf6,Neutral,1.8889,1.1818,1.0
113,"Don’t discriminate on any Chinese or Asian people, they have no control over their government. That being said the Chinese government taking control of the WORLD economy with the fucking virus. Their stocks were barely even effected and they’ve shut down borders with NO NEW cases",Counterhate,1.6886999999999999,1.7105666666666663,1.6095238095238094
114,President Trump should tell them I’m here to talk about the Chinese Virus not your shit questions. That would shut these assholes down real quick. Always getting off topic every news conference with bullshit fake news. America needs to hear positive not crap that is negative.,Neutral,1.7171750000000001,1.693752777777778,1.588888888888889
115,"If you call it the ""Chinese Virus"" you are a racist. Trump is a racist.   Stabbing of Asian-American 2-Year-Old and Her Family Was a Virus-Fueled Hate Crime: Feds https://t.co/vhJoCNxw7s via @Yahoo",Counterhate,1.8595000000000002,1.5789166666666667,1.2555555555555555
116,@BroTaoist @ChicadeDireita @PeterSweden7 No your evil killer of communist China is to blame dickhead!! Your government is the worst for human atrocities. Your government killed your own people. Your government created the Chinese virus!,Hate,1.6542500000000002,1.7070115384615385,1.6538461538461533
117,@BBCAnyQuestions #bbcaq #COVID19 reaction weaponised+racialised by https://t.co/rbRh2Nz2Un #SuperSpreader was White British fr. B'https://t.co/Dup2nraqdP's Brit. Chinese+E.Asians who've suffered racist attacks.NO-ONE infected was eating out.80% of infected recovered.#FactsNotFear,Neutral,1.7405444444444447,1.8533333333333333,1.6444444444444446
