Unnamed: 0,created_at,id,full_text,retweet_count,Result
3032,2020-01-25 16:00:24+00:00,1221100515917873200,Corona virus is spreading all over china not only in wuhan.. this is very dangerous and alarming! Keep safe and healthy everyone.,0,Counterhate
3493,2020-01-25 20:54:43+00:00,1221174584461820000,@taexlex It’s because in China people eat raw meat and even worst an alive animal I am sorry but this is so wrong! I understand it is a tradition but it is a wrong one! #coronavirus,2,Counterhate
3869,2020-01-26 01:56:26+00:00,1221250511036436500,"I honestly find it disgusting and I can't pinpoint how it's racist but I feel it in my bones

white people showing videos of chinese people eating 'strange' 'unusual' food and saying no wonder the current virus came from there

it's just wrong🙃",19,Counterhate
4063,2020-01-26 05:49:48+00:00,1221309239097847800,y’all are using the wuhan virus as an outlet for blatant racism and its gross,397,Counterhate
4124,2020-01-26 07:21:13+00:00,1221332244855316500,"https://t.co/sy0HVw08R9

What's happening in Wuhan, China is not being reported. Listen to this local. #WuhanOutbreak",0,Counterhate
4280,2020-01-26 10:34:37+00:00,1221380916569890800,"@chinaorgcn Uncivilised- a place or people who are not morally, socially or culturally advanced. As https://t.co/QPXSqDlqvm is a mouthpiece of Chinese propaganda let me ask you this question. Is eating filthy wild animals culturally or morally correct? Corona virus is your answer.",0,Counterhate
4310,2020-01-26 11:19:09+00:00,1221392124018643000,"We should absolutely avoid racist, xenophobic and stigmatising tropes in the reporting and discussion of #2019nCoV #WuhanVirus but it should be acknowledged that public health IS political (esp.) in China.",140,Counterhate
4311,2020-01-26 11:19:20+00:00,1221392170491379700,Do you believe in karma? #ChinaVirus #China_is_terrorist https://t.co/Xylf70y0ll,15,Counterhate
4482,2020-01-26 14:26:25+00:00,1221439252707209200,#Coronavirus is spreading rapidly in China and has spread to many countries already. So do please follow the  advice to help stop it's spread corona virus. https://t.co/soiFswIr84,0,Counterhate
4498,2020-01-26 14:40:56+00:00,1221442906227204000,Wishing Somali students who live in China for better safety as Wuhan virus spreads swiftly. Try taking all necessary measures to ensure self safety against all aspects relating to this disease.,0,Counterhate
4539,2020-01-26 15:23:09+00:00,1221453528327000000,@PDChina More @China lies. Thanks for doing nothing while #coronavirus spread. #china #coronoavirus #wuhan #ChinaVirus,0,Counterhate
4695,2020-01-26 17:38:47+00:00,1221487661296300000,"Lrt

This makes me so incredibly sad. I may not be from mainland China but I have relatives there and it breaks my heart to hear Wuhan being in such a critical state...",0,Counterhate
4710,2020-01-26 17:47:59+00:00,1221489978657640400,"This is NOT a  -Die in bed 🛌 , kind of #virus 🦠 
This was designed 🧬 as a Biological Weapon ☣️. 

#coronavirus #China  #virusoutbreak https://t.co/xRLRLWi9rL",1,Counterhate
4867,2020-01-26 20:10:24+00:00,1221525817685004300,i hate it here i hate westen media and “journalists” that continue to perpetuate sinophobia and xenophobia in general,0,Counterhate
5160,2020-01-27 16:34:49+00:00,1221833952522010600,#coronavirus #WorldHealthOrganisation #ChinaVirus #CDC #WuhanOutbreak STOP THE BIGOTRY AND HATRED! I just saw a few cowards shunning and blaming my Chinese neighbor for this illness. Barbaric for this to happen! And I am shocked!,0,Counterhate
5222,2020-01-28 00:52:43+00:00,1221959254032167000,"The Chinese government has also been falsifying medical records to make the outbreak seem like less of a problem, which has led to infected people flying abroad and spreading infection. I'm sick of people pretending the Chinese government isnt incredibly oppressive and evil https://t.co/6ixbVyojLA",0,Counterhate
5697,2020-01-28 08:50:54+00:00,1222079590857879600,"I feel like the coronavirus is just an excuse to be racist towards Asian people...
They picking on people who aren't even Chinese",0,Counterhate
5797,2020-01-28 10:45:26+00:00,1222108415645773800,"@XHNews Jiayou Wuhan. 
Stay strong China.
We all Pray for you.",0,Counterhate
5882,2020-01-28 12:12:58+00:00,1222130444533207000,@karyntingz @CorneliaHeart literally ur original tweet was targeting the people of wuhan. Everyone can agree with u that the govt is trash but like so many people are dying and it’s insensitive to make fun of them like that,0,Counterhate
5948,2020-01-28 13:16:18+00:00,1222146383383150600,"The Danish paper should apologize. Such despicable act should be condemned by all decent people.

“Without any sympathy and empathy, it has crossed the bottom line of civilized society and the ethical boundary of free speech and offends human conscience.” https://t.co/g2hmW6J1KK",23,Counterhate
6227,2020-01-28 17:21:20+00:00,1222208044815110100,there are suspected coronavirus cases at my school (we have a large population of Chinese students). please pray these are false alarms and that there is no outbreak here.,0,Counterhate
6312,2020-01-28 18:40:12+00:00,1222227892299554800,This is the most vile hing av ever seen. U deserve to catch the coronavirus and there’s no 2 ways abt it mad pipen cunt https://t.co/57nvYANkdb,0,Counterhate
6424,2020-01-28 20:24:34+00:00,1222254158121554000,viruses aren’t based on race. don’t use the coronavirus as an excuse to be prejudiced and critical of an entire country and/or race. an american professor or tourist could have just as well brought over coronavirus as an international student. grow up.,6,Counterhate
6461,2020-01-28 20:55:51+00:00,1222262032587743200,"Its not racist. It is what it is. If you have been in China in the last few weeks, you should stay home from schools. Ontario school board concerned parents' petition prompted by coronavirus fears could stoke racism https://t.co/VpUNAAwNaH",0,Counterhate
7098,2020-01-29 07:09:09+00:00,1222416372648382500,"@KhalidSamad Dear @KhalidSamad, I am appalled by your shameless and heartless comment. Epidemic and tragedy is nothing to be proud of and those who thought it will be funny to make a joke about it, is stupid",0,Counterhate
7127,2020-01-29 07:28:33+00:00,1222421255875203000,"just saw a comment on insta saying it’s ok to be racist to asians, specifically chinese ppl bc of the coronavirus since the ppl are 50% decent and 50% “human sh*t”... I will not hesitate to drop kick this mf",0,Counterhate
7251,2020-01-29 08:37:17+00:00,1222438553382084600,"Just a daily reminder that the coronavirus isn’t an excuse for you to show how much of a hateful, racist and ignorant person you are. Like that one meme says, your mother didn’t keep you in the womb for nine months, birth you and raise you to be a racist hoe",0,Counterhate
7689,2020-01-29 13:00:36+00:00,1222504818318680000,Please inform yourself before spreading mediatic terror. People are using coronavirus to hate and discriminate asian people.,0,Counterhate
8132,2020-01-29 16:08:20+00:00,1222552064116445200,"This tweet would imply that something gives you an excuse to be a dick to Asian people. What is it, I wonder? 

I would argue that nothing does.

#DontBeADickWhileDrinkingYourJuice https://t.co/CKtboQrXsh",0,Counterhate
8371,2020-01-29 18:09:02+00:00,1222582437106126800,The #Coronavirus is not a reason to be racist and cruel.  People are dying......be a decent human being!,1,Counterhate
8406,2020-01-29 18:15:33+00:00,1222584077171093500,@IoWBobSeely please reject Huawei! I don't want my data be stores in China,1,Counterhate
8460,2020-01-29 18:29:55+00:00,1222587694078972000,All these anti-Chinese ‘jokes’ because of the virus are really getting to me. Well done for using humour to cover for your racist fat head.,0,Counterhate
8565,2020-01-29 19:09:55+00:00,1222597761419354000,This thread is sad. Y’all are truly dumb for blaming any Asian you see for the coronavirus https://t.co/oCil6logS6,0,Counterhate
8576,2020-01-29 19:14:43+00:00,1222598966736572400,"@cameron_kasky It’s unhealthy and should not be made a societal norm. It is an epidemic that is killing people in our nation at an alarming rate. Not advocating the shame of anyone, but I do not want to see it be praised for the sake of someone’s feelings.",0,Counterhate
8612,2020-01-29 19:36:38+00:00,1222604484989407200,"@sHcScoB547z3co4 @jyllandsposten No-one insulted China. It was just a stupid drawing.

If you cannot bear that we have freedom of speech - sometimes good, sometimes stupid - then just don't read our news papers.

What's the problem?",0,Counterhate
8877,2020-01-29 22:06:08+00:00,1222642105199276000,I am not a Virus! BBC News - Coronavirus: French Asians hit back at racism with 'I'm not a virus' https://t.co/40jjhUAyJw,0,Counterhate
8937,2020-01-29 22:40:20+00:00,1222650714406523000,"ive always thought this but i never actually explicitly said it in public for fear of backlash, but here. someone braver said it. its still fuck china and its citizens https://t.co/VVbjrNFnel",0,Counterhate
8938,2020-01-29 22:40:33+00:00,1222650766684565500,All Asians who only exist to tell me that I am not oppressed as much as Africans can quietly go to hell on the way from jumping off a cliff. Self-castigating coolie clowns.,4,Counterhate
9076,2020-01-30 00:04:32+00:00,1222671902382215200,"ppl find any reason to be racist/xenophobic

how r u gonna attack asians for the coronavirus when u don’t even have a flu shot?? those two r deadass on the same level, once it’s a virus from a foreign place, americans act so ignorant",2,Counterhate
9118,2020-01-30 00:19:59+00:00,1222675791516971000,@DYap1988 ❤️ Jiayou is a beautiful word. Thinking of the people of #wuhan and #china,0,Counterhate
9198,2020-01-30 01:09:34+00:00,1222688268912746500,"With the corona virus outbreak, I’ve been getting a lot of comments and DMs trying to take jabs at my asian-ness. It doesn’t bother me but I can see how it can bother ppl. Racist ppl are trash bro 🤓 https://t.co/koK86uyUxC",0,Counterhate
9255,2020-01-30 01:45:42+00:00,1222697364013478000,"And then when we, or anyone, say it’s racist, people are like “well people were racist during the Ebola outbreak and an Asian was racist to me once, so suffer and die, slit-eyes, I don’t care if you’ve never been to Asia.  Lol, I’ll damn well stay away from Asians, you eat BATS.”",0,Counterhate
9313,2020-01-30 02:23:47+00:00,1222706945192157200,@pepcpam Why there is always an element of fear in the decision of the Admin when china is involved. You have the right to reject because this is your country and not theirs..,0,Counterhate
9504,2020-01-30 04:25:34+00:00,1222737593634189300,"THE CORONAVIRUS DOES NOT GIVE YOU THE RIGHT TO BE RACIST TOWARDS ASIANS. 

I REPEAT

THE CORONAVIRUS DOES NOT GIVE YOU THE RIGHT TO BE RACIST TOWARDS ASIANS.",3,Counterhate
9561,2020-01-30 05:11:30+00:00,1222749152930496500,"1/ For some HKers，this why u r wrong.
Closing boarders for HK‘s the safety under #conoravirus outbreak is a legit goal.
But there are many different ways to achieve this goal.
Some good，some bad.
Generalize and discriminate Chinese as they are all evil virus carriers are bad. https://t.co/YI7MKtYR9U",105,Counterhate
9596,2020-01-30 05:41:13+00:00,1222756631336775700,"@MobWakkawakka @SBSNews @SBS Of course we are very, very sorry. But please don't mock us like this? Every day some people die,  we are in such a difficult time. If other countries have such a disaster, China will only aid and not ridicule,lile Mers,like Ebola.",0,Counterhate
9800,2020-01-30 08:02:59+00:00,1222792308489379800,"@AmberRShamsi @ForeignOfficePk You are wrong again!
The Wuhan airport did not allow flights coming in or leaving.
Now the Chinese authorities have asked other nationalities to be evacuated.
Why can’t you stop being such a negative person?",0,Counterhate
9830,2020-01-30 08:20:07+00:00,1222796622704169000,"And stop making fun of the coronavirus. A lot of people are suffering in this virus, this isn't a joke. This is a serious matter. 

Please be safe.",8,Counterhate
9962,2020-01-30 09:18:50+00:00,1222811395613323300,please don't take your fear out on random asian people... you're not going to get sick just from ordering food from a chinese restaurant... the virus isn't being carried by the Concept of being asian,2535,Counterhate
9982,2020-01-30 09:34:46+00:00,1222815406445826000,"If id taken a shot every time i heard racist bullshit from the coronavirus the last 2 days i'd already be de*d by now. Im literally asian
((clown award goes to my korean teacher who went ""lmao i dont even eat chinese dishes these days"" then proceeded to SNEEZE in a student's face",0,Counterhate
10066,2020-01-30 10:24:13+00:00,1222827850408939500,Legit na yung coronavirus here in pH. Stay calm and safe people! 😔😊,0,Counterhate
10082,2020-01-30 10:28:30+00:00,1222828930568200200,i work for NHS 111 and people have genuinely been calling because theyve been in “close proximity with someone asian” and theyre concerned theyve caught the coronavirus. The casual racism is ridiculous https://t.co/o8MCX8dxHf,1,Counterhate
10090,2020-01-30 10:30:39+00:00,1222829468600819700,We should ban Chinese from entering Philippines. It's not a racist move. We are always open to them before the outbreak but public health is now at stake - worse is that our medical facilities are not as advanced as them. Banning is one of our best defense.,0,Counterhate
10118,2020-01-30 10:45:08+00:00,1222833114134786000,@zlj517 Wishing Chinese people and authorities God speed in early elimination of the virus and safety and health of all Chinese and foreign nationals in China. Remarkable service and effort by your doctors and paramedics 👍🏼,11,Counterhate
10302,2020-01-30 12:31:28+00:00,1222859874465247200,"@pontoppa But will you draw Aids virus on a aids patient’s face on a picture? Now China is a patient, she is suffering, we do not ask you to feel the same sadness we have, but at least show some respect.",0,Counterhate
10305,2020-01-30 12:34:27+00:00,1222860627351392300,"@seandsmyth This whole outrage is ridiculous tbh. Population size does impact the environment and no ones currently advocating a China-style 1 child policy. That people are making meeting a charity that engages in education on the impact of population size an issue, is typical twitter.",0,Counterhate
10380,2020-01-30 13:16:21+00:00,1222871170145562600,"@CrimZon_666 @MisterAntiBully ... Yes. I have also seen people saying that the virus originated in CHINA to be proof of racism against Asian people, as someone clearly had to bomb them with a bio-weapon.",0,Counterhate
10471,2020-01-30 14:01:48+00:00,1222882608305995800,"@John_Scotus The problem with China is it was founded as a dictatorship. It has nothing to do with positive or negative rights, which are not in opposition to each other anyway.",0,Counterhate
10585,2020-01-30 14:50:12+00:00,1222894786798997500,"We ALL should be aware that to overspread panic not only discountenances the efforts to contain the spread but contrarily strengthens fake news, misinformation, racism and stereotypes as it was seen during the Ebola outbreak. Everyone should part of a responsible civil society!",0,Counterhate
10597,2020-01-30 14:54:43+00:00,1222895925674119200,"@anderscorr @BoycottHegemony Australia has deep relationship with China. I know Eurasians have fought Chinese invasion after the collapse of USSR, but have never seen Australians standing up.",1,Counterhate
10755,2020-01-30 16:01:13+00:00,1222912660389298200,The reason why so many foreigners misunderstand China is that most of Chinese people do not use Twitter to express their thoughts，so that when some media spread some wrong information among all over the world，no Chinese correct them.,0,Counterhate
10795,2020-01-30 16:15:25+00:00,1222916235907694600,If youre going to be racist to asian people just cause of the coronavirus im going to stomp on you with my doc martens,0,Counterhate
11214,2020-01-30 18:55:10+00:00,1222956437300818000,"me vs. all the white people at work who panic everytime one of our asian colleagues cough when they aren’t even chinese, none of them have recently gone to china and the virus hasn’t even spread to the uk",0,Counterhate
11368,2020-01-30 19:58:29+00:00,1222972370979299300,Some of the racism I’ve heard being thrown around towards Chinese people in light of the corona virus is absolutely fucked!,0,Counterhate
11434,2020-01-30 20:11:53+00:00,1222975742650323000,@juliegw613 @MightyCassandra @JRinPueblo I am not sure that is a positive outcome. the protests was against the government in china. china is pretty oppressive and the protests were against their oppression!,0,Counterhate
11439,2020-01-30 20:12:37+00:00,1222975927094849500,The coronavirus isn't an excuse to show your sinophobic tones. Don't be racist and don't be prejudicial to a whole ethnic group. That's foolishness.,1,Counterhate
11617,2020-01-30 21:08:07+00:00,1222989894831812600,100% this. I work in a Chinese supermarket and the amount of racist bullshit comments I’ve heard since the outbreak in reference to my Chinese friends and colleagues is appalling. https://t.co/59I1Dlwiq1,0,Counterhate
11656,2020-01-30 21:26:49+00:00,1222994598206697500,"To all ching chongs

     Pls go back to China, we don’t need you here.

                             -sincerely Pinoys",0,Counterhate
11676,2020-01-30 21:34:32+00:00,1222996540404519000,@Xythiera @AyakaVRC Im saying not all in china are asian some are americans who guess what are not Asian so deeming all Asians are plague bringers is messed up when in fact its many different races that are affected with virus,0,Counterhate
11757,2020-01-30 22:07:24+00:00,1223004813203345400,"@HuXijin_GT not only to regret, u also need to repent. u r no different to the person/ system who declared those 8 messengers as misinformation spreaders. u and the system ur in are the true virus who depend on healthy Chinese to replicate.",0,Counterhate
11780,2020-01-30 22:18:06+00:00,1223007505514664000,"@AsapSCIENCE Sorry, I disliked a lot of what China stood for prior to this. It's not racism, it's knowledge.",1,Counterhate
11943,2020-01-30 23:33:46+00:00,1223026546576777200,"Don't panic about the Wuhan virus, but don't just dismiss it either. Just because it hasn't killed thousands yet doesn't mean you have to ignore it. Follow advice from doctors and keep safe!",0,Counterhate
12016,2020-01-31 00:07:08+00:00,1223034943288139800,"“You don’t look chinese” 
Oh sorry, I forget to infect you with conora virus. https://t.co/6KO6W1jfdI",2,Counterhate
12040,2020-01-31 00:13:32+00:00,1223036554454687700,It’s an illness you stupid racist assholes! It’s not exclusive to a race that’s just not how it works https://t.co/7B4IfZqvJk,0,Counterhate
12193,2020-01-31 00:47:36+00:00,1223045127574380500,It is not just limited to this. People on the trains and other public transport are being similarly racist. You won't get the #coronavirus from someone who doesn't have it. https://t.co/2lwOvceK5L,0,Counterhate
12544,2020-01-31 02:10:23+00:00,1223065962292879400,"@deaddreamnomad Assuming any Asian is a carrier when the virus originated in China and well; you hide or protect yourself from Chinese, Japanese and Korean people you're being racist. And yes, ignorant too.",0,Counterhate
12639,2020-01-31 02:32:15+00:00,1223071463353344000,"@DrJacobsRad Stop. Stop this race baiting now. You’re a doctor, it’s unfathomable that you actually see racism happening here. The fact that people avoid those who may have come from a place of pathogen outbreak is isolated to the pathogen. Thus in no way related to race.
Shame!
#racebaiting",0,Counterhate
12773,2020-01-31 02:59:11+00:00,1223078241860227000,"@originalspin Mr Yang. I just read your piece in my CNN stream re this terrible coronavirus and racist notions about China and Chinese. While I myself have been blasting the more ignorant and hateful tweets that have erupted, I would like to push back to some extent and get....",0,Counterhate
12817,2020-01-31 03:08:44+00:00,1223080647662751700,"@stucknLAwzmbies ""Using the #coronavirus to enact racism about Chinese food is misguided... https://t.co/n8pvWQt7Ra",0,Counterhate
12834,2020-01-31 03:14:46+00:00,1223082164285104000,The way people are being racist towards East Asians because of coronavirus and justifying their racism by saying that Chinese people did that with ebola?? That's a generalization and racism does not defeat racism,0,Counterhate
12866,2020-01-31 03:22:29+00:00,1223084108542177300,"Do not travel to China. If you're in China, GET OUT!",0,Counterhate
12876,2020-01-31 03:24:07+00:00,1223084518271307800,@mikjcal there was an article on The Age earlier saying it's racist to call it a Chinese virus even though that's where it originated because it can infect anyone 🙄,0,Counterhate
12939,2020-01-31 03:45:01+00:00,1223089778578477000,@RahulGandhi Please go to China immediately and offer your help. It would be statesmanly of you.,0,Counterhate
12980,2020-01-31 03:54:04+00:00,1223092056492372000,"@AsapSCIENCE Ah... I think it’s FAIR to be concerned over getting possibly infected by a disease that originated in China. I guess it’s “racist” to assume they’re foreign from their looks and avoiding them, but I think avoiding foreigners/tourists/people in general for the time being is fine.",0,Counterhate
13020,2020-01-31 04:06:39+00:00,1223095220868386800,Please China Please. #coronarovirus   #ChinaVirus #ChinaCoronaVirus https://t.co/B3aKOL3jaV,2,Counterhate
13029,2020-01-31 04:09:14+00:00,1223095873464221700,@ellymelly @SimonJaysek @timsout Let me reiterate - chasing small boys around school yards is NOT quarantining arrivals of any nationality who have been in China. It's racism.,0,Counterhate
13086,2020-01-31 04:25:46+00:00,1223100032074670000,"There’s a trend of well-meaning &amp; righteous woke Muslims claiming it’s “racist” to point out that eating vermin is common in China and that this habit likely is linked to disease. 

Here’s super-racist Wu Yong making the same point in Chinese media. https://t.co/fIgwgY17UP",33,Counterhate
13114,2020-01-31 04:35:01+00:00,1223102358290190300,"Be kind don't treat Chinese as if they are the virus, they have feelings, instead of doing such things that can hurt them, pray for them and for all of the people dapat.",1,Counterhate
13245,2020-01-31 05:08:52+00:00,1223110877097820200,Stop using the Corona virus to be outwardly rasict toward Asian people.,1,Counterhate
13272,2020-01-31 05:12:28+00:00,1223111782983553000,yall really calling it precaution 😭 its not just something asian people have that theyre gonna give you tf making jokes about an asian person having the coronavirus is racism/prejudice period. people got it from fOOD so be scared of the fuck/ng food not every asian person u see https://t.co/DRZ29kTP9C,1,Counterhate
13287,2020-01-31 05:14:51+00:00,1223112386262917000,Not racism !   stop claiming having moral high horse here &amp; same time being SJW in light of this epidemic !! https://t.co/FzH3qbKJTk,0,Counterhate
13325,2020-01-31 05:26:42+00:00,1223115364839518200,"Pak says it'll not evacuate its citizns frm China to shw solidarity wid Chinese govt. The logic is very intriguing, though I feel sorry for Pak citizens in China. #Pakistan",0,Counterhate
13417,2020-01-31 05:54:18+00:00,1223122311999418400,@jesuispoppie This picture is awful and racist and only incites hate. I refuse to generalise and say that all Chinese are bad . In China like everywhere else(including HK) there is good and bad people. Breathe,0,Counterhate
13427,2020-01-31 05:57:47+00:00,1223123187694633000,@parkjimbby It is racist tho and xenophobic bcs they just assume all asian are chinese so whenever they see asian = disease. It is uncalled for 💀 we dont even know if the girl is from china. People there are racist af for no reason sometimes 🗿,0,Counterhate
13493,2020-01-31 06:19:37+00:00,1223128682006487000,"@okerzaude @vernon_mont @tthankunextt @helloalegria @TMGFILMZ Barely anyone avoids chinese people because they are chinese, the percentage that do are racist. You guys are turning what is sceptism of Chinese people visiting from China where there is in the 6 digits of cases now into 'people are discriminating against all Chinese people.'",0,Counterhate
13507,2020-01-31 06:22:04+00:00,1223129301530247200,@Junmyuney an asian women is just sitting there (we dont even know shes a chinese or not) but people assume she got the virus just bcs shes asian/chinese,0,Counterhate
13512,2020-01-31 06:24:00+00:00,1223129787524247600,@lilkuo Simply due to Chinas lack of respect and human rights to others.  Now any asian looking person will suffer.  Thank you China.,1,Counterhate
13635,2020-01-31 07:02:38+00:00,1223139508042059800,"‘No Chinese allowed’: Racism and fear are now spreading along with the coronavirus No, it's called  "" FEAR "". The Chinese are well known to hide facts and numbers. Please keep this racism garbage out of a very dangerous issue for all. A virus knows no race,color, religion !",0,Counterhate
13653,2020-01-31 07:10:21+00:00,1223141452592504800,@gayxurkitree a Chinese guy died in Sydney's Chinatown not long ago of a heart attack because people refused to perform cpr out of fear of the coronavirus. This racism is having deadly consequences already,0,Counterhate
13873,2020-01-31 08:11:38+00:00,1223156872594759700,Discrimination is not what China needs at the moment. They need our love and support more than anything else. This is not the right time to show how cruel humanity could be. #PrayForChina,0,Counterhate
13994,2020-01-31 08:50:48+00:00,1223166729225793500,"Our Lady, Help of Christians and Hope of China, ora pro nobis.
#PrayForChina #PrayForWuhan
Pls. pray for the Chinese people and those affected by this disease. https://t.co/PVXyYwtCwa",1,Counterhate
14013,2020-01-31 08:55:49+00:00,1223167991400919000,"@sernfrederiksen @lindaaa84665802 First of all, this statement shows how little you know about China. Second, it‘s common sense and courtesy not to throw insensitive jokes around people you’re not familiar with. Third, VPN is not illegal in China.",0,Counterhate
14015,2020-01-31 08:56:58+00:00,1223168282544373800,"Many of our Asian brothers and sisters abroad are being discriminated against because of the virus. Yes, mag-ingat tayo at dapat may temporary travel ban from and to China, but please let's not perpetuate the racism against our fellow Asian residents here, Fil-Chinese or not",2,Counterhate
14041,2020-01-31 09:07:21+00:00,1223170896044548000,"Walking down the street and a guy yelled ""coronavirus""
Like excuse me, just because I'm Asian?!

Shitty people everywhere, shitty people using this as a reason to be blatantly racist",0,Counterhate
14119,2020-01-31 09:33:00+00:00,1223177349090250800,"Demolition in China for 40 years! It's not me alone!
Through me, I will tell you about the infringement and collective corruption of public officials that I have suffered during the demolition!
It confirms that Chinese people live without ignorance and dignity!",0,Counterhate
14171,2020-01-31 09:42:11+00:00,1223179660634329000,"I have to agree, like its in china/japan but doesnt give the right to let everyone just hate asians in general its so stupid https://t.co/kavYxZ2UCW",0,Counterhate
14244,2020-01-31 09:56:43+00:00,1223183317928796200,@Cold_Thinker @CryptoEmblem @Blayofficial Not assuming all Asians are disease ridden isn't a high horse. Literally anyone could have the disease at this point. Just because it originated in a Chinese individual doesn't mean the virus spontaneously manifested in every Chinese person around the world.,0,Counterhate
14317,2020-01-31 10:15:29+00:00,1223188041466073000,@koojjunies exactly!! current situation in china does not give people permission to make racist and xenophobic jokes so that later they have an excuse that “its just a meme”...,0,Counterhate
14339,2020-01-31 10:19:55+00:00,1223189156886536200,what's racist is when filipinos associate coronavirus with chinese people and that every chinese person has the virus so they proceed to ridicule and demonize the hell out of them https://t.co/MFWC52Qzxc,0,Counterhate
14387,2020-01-31 10:32:48+00:00,1223192397821042700,please stop making chinese people the butt of your corona virus jokes. please stop making corona virus jokes,0,Counterhate
14443,2020-01-31 10:43:18+00:00,1223195043239878700,"Can we all for once set aside our differences and focus on what is the bigger problem which is the nCoV. Please stop the fucking racism, and rather have the compassion towards your fellow people. Enough is enough, let's help one another in making sure of that we all stay healthy.",0,Counterhate
14538,2020-01-31 11:05:04+00:00,1223200519080087600,@ewarren Its not an epidemic. Youre just using the victims to push your own agenda.,0,Counterhate
14585,2020-01-31 11:18:38+00:00,1223203934988169200,"@ChristopherXTP @IsChinar If you are not familiar with the situation in China, please don't comment casually, pick up your moral integrity.",0,Counterhate
14628,2020-01-31 11:30:23+00:00,1223206890466873300,Why just WHY do all of you IGNORE the facts !!? @jaketapper @TheLeadCNN @donlemon @ChrisCuomo @CuomoPrimeTime @NicolleDWallace @HardballChris @Lawrence @ABCNetwork @nbc @CBS WHY!?it’s actually sickening how corrupt immoral&amp;fraudulent all of you are it’s #DISGRACE #AMERICAISWOKE https://t.co/8tMf2gZful,0,Counterhate
14695,2020-01-31 11:50:39+00:00,1223211990300016600,"@ANCALERTS Ban all travellers from China!! Its not abt discrimination, its extreme measure to protect ourselves.",0,Counterhate
14696,2020-01-31 11:51:30+00:00,1223212206260490200,"Hate the Virus NOT the Chinese let's pray for each other health.
Stop racism. 

#PrayForWuhan
#PrayForChina",1,Counterhate
14703,2020-01-31 11:52:35+00:00,1223212477095252000,The Protests &amp; Now Wuhan CoronaVirus🤔. My Heart goes to those who lost their Loved ones to these scourges. #ChinaCoronaVirus,0,Counterhate
14759,2020-01-31 12:07:13+00:00,1223216158142107600,"You shouldn't use the reason of ""taking precautions"" by ignoring and discriminating people just because of their race. It's not right, it's not fair to other Chinese people who didn't even have any bad intentions to all of us.

#coronavirusPH #coronavirus",0,Counterhate
14781,2020-01-31 12:12:24+00:00,1223217462621003800,"Uhm... the virus is not genetic. If their students have only been in the campus &amp; has not had contact with anyone from China, this is unnecessary &amp; totally racist. I cant believe this! https://t.co/OxGLhjRr3c",3,Counterhate
14804,2020-01-31 12:18:13+00:00,1223218929775988700,"@chaai_tae @barnabychuck When you answer a tweet re banning entry to ppl frm China by showing their struggle is tantamount to saying that banning is incorrect. So don’t say you’re not pointing a right/wrong. Plus, we cannot ban Chinese government, we can only deny entry to people coming from China.",0,Counterhate
