Tweet_Num,Step 2 Prob,Step 2 Result
3746,0.731752669,entity_directed_criticism
3832,0.593044932,entity_directed_criticism
3834,0.672440464,entity_directed_criticism
3852,0.630084596,entity_directed_criticism
3908,0.562369481,entity_directed_criticism
3933,0.671716226,entity_directed_criticism
3952,0.765742348,entity_directed_criticism
3967,0.552692124,entity_directed_criticism
3997,0.728511041,entity_directed_criticism
4023,0.587733857,entity_directed_criticism
4036,0.665222819,entity_directed_criticism
4051,0.56865768,entity_directed_criticism
4083,0.544977394,entity_directed_criticism
4088,0.844589322,entity_directed_criticism
4095,0.860677861,entity_directed_criticism
4145,0.560952394,entity_directed_criticism
4147,0.560759862,entity_directed_criticism
4168,0.655363459,entity_directed_criticism
4173,0.76679658,entity_directed_criticism
4193,0.646670537,entity_directed_criticism
4209,0.787345358,entity_directed_criticism
4228,0.633434103,entity_directed_criticism
4292,0.723073582,entity_directed_criticism
4309,0.680308996,entity_directed_criticism
4332,0.506454055,entity_directed_criticism
4365,0.532713023,entity_directed_criticism
4383,0.764558245,entity_directed_criticism
4402,0.6486951,entity_directed_criticism
4415,0.573339553,entity_directed_criticism
4456,0.722582575,entity_directed_criticism
4457,0.5297873,entity_directed_criticism
4488,0.675340152,entity_directed_criticism
4557,0.671251721,entity_directed_criticism
4608,0.701298028,entity_directed_criticism
4648,0.636285975,entity_directed_criticism
4702,0.769795173,entity_directed_criticism
4704,0.744096102,entity_directed_criticism
4758,0.508743459,entity_directed_criticism
4772,0.672045434,entity_directed_criticism
4801,0.720981395,entity_directed_criticism
4880,0.719794527,entity_directed_criticism
5112,0.556317486,entity_directed_criticism
5114,0.547159778,entity_directed_criticism
5137,0.754811891,entity_directed_criticism
5153,0.736699699,entity_directed_criticism
5159,0.524005836,entity_directed_criticism
5254,0.916440389,entity_directed_criticism
5343,0.779177253,entity_directed_criticism
5477,0.598310836,entity_directed_criticism
5595,0.720967204,entity_directed_criticism
5638,0.713926819,entity_directed_criticism
5653,0.503793533,entity_directed_criticism
5772,0.73895826,entity_directed_criticism
5806,0.751245513,entity_directed_criticism
5842,0.637284679,entity_directed_criticism
5936,0.507452791,entity_directed_criticism
6178,0.707124661,entity_directed_criticism
6345,0.906285692,entity_directed_criticism
6473,0.702047649,entity_directed_criticism
6539,0.638109907,entity_directed_criticism
6622,0.503173444,entity_directed_criticism
6674,0.557805032,entity_directed_criticism
6727,0.556159533,entity_directed_criticism
6847,0.665122648,entity_directed_criticism
6870,0.694631863,entity_directed_criticism
6909,0.579150176,entity_directed_criticism
6948,0.645169953,entity_directed_criticism
6988,0.525256252,entity_directed_criticism
6996,0.512670168,entity_directed_criticism
7005,0.778144946,entity_directed_criticism
7029,0.731481824,entity_directed_criticism
7030,0.732549682,entity_directed_criticism
7082,0.520558661,entity_directed_criticism
7129,0.746462075,entity_directed_criticism
7168,0.726440733,entity_directed_criticism
7370,0.71031643,entity_directed_criticism
7418,0.607760802,entity_directed_criticism
7440,0.532319086,entity_directed_criticism
7508,0.879319094,entity_directed_criticism
7512,0.703226095,entity_directed_criticism
7537,0.743397579,entity_directed_criticism
7540,0.62133017,entity_directed_criticism
7554,0.755128353,entity_directed_criticism
7562,0.650700521,entity_directed_criticism
7564,0.647190483,entity_directed_criticism
7601,0.670985868,entity_directed_criticism
7629,0.61403451,entity_directed_criticism
7649,0.76552659,entity_directed_criticism
7696,0.709732602,entity_directed_criticism
7722,0.552487554,entity_directed_criticism
7729,0.516816166,entity_directed_criticism
7733,0.928627871,entity_directed_criticism
7818,0.547934981,entity_directed_criticism
7840,0.514737117,entity_directed_criticism
7843,0.592601585,entity_directed_criticism
7922,0.602383517,entity_directed_criticism
7925,0.792627493,entity_directed_criticism
7935,0.65232268,entity_directed_criticism
7941,0.54693861,entity_directed_criticism
7960,0.503726598,entity_directed_criticism
7986,0.617071457,entity_directed_criticism
8006,0.5357905,entity_directed_criticism
8012,0.683596025,entity_directed_criticism
8022,0.546299463,entity_directed_criticism
8065,0.591047997,entity_directed_criticism
8074,0.737396896,entity_directed_criticism
8077,0.50291088,entity_directed_criticism
8091,0.591047997,entity_directed_criticism
8149,0.523824624,entity_directed_criticism
8151,0.525588615,entity_directed_criticism
8184,0.573758355,entity_directed_criticism
8270,0.778267117,entity_directed_criticism
8302,0.68008399,entity_directed_criticism
8340,0.601853862,entity_directed_criticism
8376,0.603345732,entity_directed_criticism
8469,0.751076713,entity_directed_criticism
8487,0.714225038,entity_directed_criticism
8523,0.658331723,entity_directed_criticism
8536,0.691177136,entity_directed_criticism
8573,0.731070232,entity_directed_criticism
8615,0.656195226,entity_directed_criticism
8644,0.602378511,entity_directed_criticism
8654,0.850053403,entity_directed_criticism
8740,0.794203376,entity_directed_criticism
8742,0.780233105,entity_directed_criticism
8754,0.725708779,entity_directed_criticism
8795,0.510837441,entity_directed_criticism
8852,0.569219706,entity_directed_criticism
8869,0.550297328,entity_directed_criticism
8891,0.516552618,entity_directed_criticism
8911,0.622559094,entity_directed_criticism
8983,0.781636085,entity_directed_criticism
8992,0.665024748,entity_directed_criticism
9105,0.723947066,entity_directed_criticism
9121,0.638543162,entity_directed_criticism
9200,0.542060473,entity_directed_criticism
9208,0.608917424,entity_directed_criticism
9222,0.820474024,entity_directed_criticism
9233,0.547723554,entity_directed_criticism
9298,0.568404946,entity_directed_criticism
9349,0.761281082,entity_directed_criticism
9351,0.686438495,entity_directed_criticism
9362,0.506125547,entity_directed_criticism
9370,0.506587593,entity_directed_criticism
9390,0.754211573,entity_directed_criticism
9424,0.699582173,entity_directed_criticism
9449,0.783264436,entity_directed_criticism
9450,0.71769782,entity_directed_criticism
9462,0.677122224,entity_directed_criticism
9491,0.751250638,entity_directed_criticism
9496,0.703301819,entity_directed_criticism
9516,0.883598377,entity_directed_criticism
9552,0.963763597,entity_directed_criticism
9612,0.741240269,entity_directed_criticism
9635,0.641780117,entity_directed_criticism
9636,0.688468114,entity_directed_criticism
9664,0.56647736,entity_directed_criticism
9723,0.526267803,entity_directed_criticism
9767,0.575780172,entity_directed_criticism
9835,0.69952646,entity_directed_criticism
9862,0.622999959,entity_directed_criticism
9874,0.524006811,entity_directed_criticism
9950,0.750166444,entity_directed_criticism
9959,0.725162629,entity_directed_criticism
9990,0.707992654,entity_directed_criticism
10009,0.627449287,entity_directed_criticism
10056,0.831627511,entity_directed_criticism
10095,0.581629162,entity_directed_criticism
10116,0.565967267,entity_directed_criticism
10128,0.622234848,entity_directed_criticism
10179,0.540825147,entity_directed_criticism
10182,0.685262644,entity_directed_criticism
10194,0.552248051,entity_directed_criticism
10253,0.761366074,entity_directed_criticism
10309,0.541300146,entity_directed_criticism
10374,0.780213991,entity_directed_criticism
10396,0.575302682,entity_directed_criticism
10424,0.699473882,entity_directed_criticism
10459,0.75469597,entity_directed_criticism
10462,0.727031013,entity_directed_criticism
10522,0.667812352,entity_directed_criticism
10527,0.659797016,entity_directed_criticism
10546,0.670489412,entity_directed_criticism
10616,0.599319964,entity_directed_criticism
10621,0.630465798,entity_directed_criticism
10626,0.590227117,entity_directed_criticism
10637,0.692321577,entity_directed_criticism
10644,0.844948266,entity_directed_criticism
10686,0.686312272,entity_directed_criticism
10693,0.531531126,entity_directed_criticism
10699,0.703369552,entity_directed_criticism
10757,0.632869159,entity_directed_criticism
10772,0.594729495,entity_directed_criticism
10792,0.872058666,entity_directed_criticism
10833,0.669204711,entity_directed_criticism
10942,0.702801117,entity_directed_criticism
10956,0.543957619,entity_directed_criticism
10971,0.634456618,entity_directed_criticism
10978,0.717698292,entity_directed_criticism
11024,0.507097943,entity_directed_criticism
11155,0.593480187,entity_directed_criticism
11190,0.722300579,entity_directed_criticism
11260,0.643530486,entity_directed_criticism
11266,0.533171884,entity_directed_criticism
11391,0.674389968,entity_directed_criticism
11568,0.676486412,entity_directed_criticism
11641,0.616827713,entity_directed_criticism
11729,0.602603029,entity_directed_criticism
11866,0.503965035,entity_directed_criticism
11874,0.531549223,entity_directed_criticism
11944,0.671629832,entity_directed_criticism
11970,0.777971674,entity_directed_criticism
11979,0.680879071,entity_directed_criticism
11999,0.7095996,entity_directed_criticism
12017,0.852488401,entity_directed_criticism
12047,0.754762765,entity_directed_criticism
12078,0.512127479,entity_directed_criticism
12117,0.697929015,entity_directed_criticism
12142,0.938989397,entity_directed_criticism
12159,0.727466522,entity_directed_criticism
12174,0.715891576,entity_directed_criticism
12182,0.580423105,entity_directed_criticism
12192,0.743159406,entity_directed_criticism
12259,0.691444477,entity_directed_criticism
12260,0.797084644,entity_directed_criticism
12298,0.687796425,entity_directed_criticism
12299,0.647808265,entity_directed_criticism
12307,0.60219296,entity_directed_criticism
12367,0.53522818,entity_directed_criticism
12400,0.92320872,entity_directed_criticism
12433,0.84145118,entity_directed_criticism
12451,0.685876567,entity_directed_criticism
12482,0.647797215,entity_directed_criticism
12522,0.5323472,entity_directed_criticism
12526,0.798276812,entity_directed_criticism
12531,0.539916193,entity_directed_criticism
12538,0.65988585,entity_directed_criticism
12539,0.730072273,entity_directed_criticism
12547,0.586109913,entity_directed_criticism
12574,0.845803987,entity_directed_criticism
12590,0.601031202,entity_directed_criticism
12615,0.674442491,entity_directed_criticism
12689,0.846497194,entity_directed_criticism
12701,0.75054279,entity_directed_criticism
12766,0.81777867,entity_directed_criticism
12822,0.77643835,entity_directed_criticism
12896,0.615198107,entity_directed_criticism
12912,0.617436335,entity_directed_criticism
12921,0.605204087,entity_directed_criticism
12989,0.756250978,entity_directed_criticism
12990,0.587398296,entity_directed_criticism
13037,0.920299695,entity_directed_criticism
13055,0.653416308,entity_directed_criticism
13062,0.570328868,entity_directed_criticism
13078,0.53223205,entity_directed_criticism
13117,0.618618846,entity_directed_criticism
13122,0.693925122,entity_directed_criticism
13169,0.689654242,entity_directed_criticism
13205,0.650569095,entity_directed_criticism
13241,0.546061919,entity_directed_criticism
13326,0.734116273,entity_directed_criticism
13331,0.507245451,entity_directed_criticism
13333,0.762346519,entity_directed_criticism
13367,0.519055938,entity_directed_criticism
13388,0.605305023,entity_directed_criticism
13412,0.587264352,entity_directed_criticism
13423,0.535833055,entity_directed_criticism
13450,0.552810996,entity_directed_criticism
13465,0.783322052,entity_directed_criticism
13537,0.547767608,entity_directed_criticism
13553,0.77544711,entity_directed_criticism
13556,0.715252024,entity_directed_criticism
13567,0.861982304,entity_directed_criticism
13624,0.75602459,entity_directed_criticism
13625,0.781855166,entity_directed_criticism
13698,0.573845776,entity_directed_criticism
13781,0.777557013,entity_directed_criticism
13786,0.615397365,entity_directed_criticism
13807,0.838630049,entity_directed_criticism
13860,0.573569256,entity_directed_criticism
13889,0.68319585,entity_directed_criticism
13911,0.85308726,entity_directed_criticism
13926,0.679158828,entity_directed_criticism
14022,0.585804085,entity_directed_criticism
14025,0.742103435,entity_directed_criticism
14126,0.592704151,entity_directed_criticism
14150,0.622945465,entity_directed_criticism
14236,0.586828452,entity_directed_criticism
14264,0.669980199,entity_directed_criticism
14277,0.748118206,entity_directed_criticism
14331,0.659542158,entity_directed_criticism
14392,0.724347459,entity_directed_criticism
14478,0.58178913,entity_directed_criticism
14503,0.750157229,entity_directed_criticism
14569,0.514333046,entity_directed_criticism
14586,0.766161553,entity_directed_criticism
14594,0.563218423,entity_directed_criticism
14633,0.584196355,entity_directed_criticism
14639,0.845932966,entity_directed_criticism
14673,0.669047487,entity_directed_criticism
14748,0.777088306,entity_directed_criticism
14791,0.610346777,entity_directed_criticism
14906,0.608768065,entity_directed_criticism
14985,0.696388649,entity_directed_criticism
15010,0.755670425,entity_directed_criticism
15040,0.779568928,entity_directed_criticism
15054,0.640972227,entity_directed_criticism
15058,0.514628864,entity_directed_criticism
15112,0.592918346,entity_directed_criticism
15121,0.742182553,entity_directed_criticism
15171,0.757503613,entity_directed_criticism
15210,0.798021308,entity_directed_criticism
15211,0.562713196,entity_directed_criticism
15213,0.888225015,entity_directed_criticism
15242,0.680841769,entity_directed_criticism
15312,0.601100137,entity_directed_criticism
15393,0.559253659,entity_directed_criticism
15404,0.677158177,entity_directed_criticism
15406,0.738230432,entity_directed_criticism
15409,0.575316422,entity_directed_criticism
15438,0.852490092,entity_directed_criticism
15457,0.737222355,entity_directed_criticism
15462,0.733281898,entity_directed_criticism
15511,0.538697566,entity_directed_criticism
15516,0.549406076,entity_directed_criticism
15527,0.722602054,entity_directed_criticism
15567,0.707706368,entity_directed_criticism
15601,0.689396036,entity_directed_criticism
15627,0.681704636,entity_directed_criticism
15673,0.722056662,entity_directed_criticism
15711,0.766523916,entity_directed_criticism
15761,0.725418073,entity_directed_criticism
15816,0.626394749,entity_directed_criticism
15818,0.531007164,entity_directed_criticism
15834,0.668868462,entity_directed_criticism
15856,0.752590236,entity_directed_criticism
15865,0.689139778,entity_directed_criticism
15881,0.601421037,entity_directed_criticism
15975,0.809654807,entity_directed_criticism
15991,0.561509857,entity_directed_criticism
15995,0.613820013,entity_directed_criticism
16010,0.650671161,entity_directed_criticism
16033,0.956893573,entity_directed_criticism
16083,0.62550956,entity_directed_criticism
16088,0.668426317,entity_directed_criticism
16121,0.680098495,entity_directed_criticism
16140,0.512394927,entity_directed_criticism
16150,0.855692621,entity_directed_criticism
16221,0.679648695,entity_directed_criticism
16228,0.677342455,entity_directed_criticism
16252,0.501574579,entity_directed_criticism
16276,0.568251701,entity_directed_criticism
16317,0.670496504,entity_directed_criticism
16411,0.859775298,entity_directed_criticism
16430,0.724887899,entity_directed_criticism
16437,0.952789567,entity_directed_criticism
16465,0.829150616,entity_directed_criticism
16476,0.990182957,entity_directed_criticism
16526,0.63781475,entity_directed_criticism
16545,0.783005964,entity_directed_criticism
16574,0.759619825,entity_directed_criticism
16605,0.74784961,entity_directed_criticism
16616,0.701820324,entity_directed_criticism
16694,0.513554071,entity_directed_criticism
16707,0.833069892,entity_directed_criticism
16758,0.694685727,entity_directed_criticism
16809,0.767293634,entity_directed_criticism
16998,0.748063085,entity_directed_criticism
17024,0.809595947,entity_directed_criticism
17063,0.751226671,entity_directed_criticism
17088,0.655882231,entity_directed_criticism
17090,0.626078532,entity_directed_criticism
17165,0.612515926,entity_directed_criticism
17201,0.677659598,entity_directed_criticism
17217,0.504468706,entity_directed_criticism
17230,0.664385247,entity_directed_criticism
17254,0.592661796,entity_directed_criticism
17347,0.534232288,entity_directed_criticism
17426,0.697133602,entity_directed_criticism
17459,0.775182914,entity_directed_criticism
17460,0.586001517,entity_directed_criticism
17469,0.707214889,entity_directed_criticism
17474,0.741450108,entity_directed_criticism
17489,0.50345566,entity_directed_criticism
17592,0.824734335,entity_directed_criticism
17612,0.649807505,entity_directed_criticism
17620,0.715887066,entity_directed_criticism
17650,0.779359781,entity_directed_criticism
17669,0.741912012,entity_directed_criticism
17788,0.632821257,entity_directed_criticism
17807,0.766083986,entity_directed_criticism
17852,0.634189271,entity_directed_criticism
17873,0.766539271,entity_directed_criticism
17895,0.624453603,entity_directed_criticism
17903,0.588480089,entity_directed_criticism
17926,0.720987016,entity_directed_criticism
17973,0.522733716,entity_directed_criticism
18001,0.514330391,entity_directed_criticism
18118,0.756527365,entity_directed_criticism
18189,0.769328312,entity_directed_criticism
18218,0.665049843,entity_directed_criticism
18249,0.551707787,entity_directed_criticism
18281,0.587694063,entity_directed_criticism
18295,0.753326362,entity_directed_criticism
18311,0.57745436,entity_directed_criticism
18345,0.752958506,entity_directed_criticism
18421,0.625585623,entity_directed_criticism
18464,0.772159313,entity_directed_criticism
18477,0.71710338,entity_directed_criticism
18511,0.869699594,entity_directed_criticism
18519,0.748133944,entity_directed_criticism
18553,0.562552401,entity_directed_criticism
18573,0.5779197,entity_directed_criticism
18634,0.724085043,entity_directed_criticism
18677,0.654394528,entity_directed_criticism
18705,0.671807183,entity_directed_criticism
18768,0.639678041,entity_directed_criticism
18778,0.531243132,entity_directed_criticism
18783,0.633827944,entity_directed_criticism
18800,0.656592094,entity_directed_criticism
18813,0.636771128,entity_directed_criticism
18829,0.534362616,entity_directed_criticism
18864,0.513417147,entity_directed_criticism
18873,0.571314071,entity_directed_criticism
18891,0.757281105,entity_directed_criticism
19043,0.783693476,entity_directed_criticism
19091,0.540784639,entity_directed_criticism
19104,0.598680466,entity_directed_criticism
19105,0.945131882,entity_directed_criticism
19124,0.634437694,entity_directed_criticism
19131,0.544175436,entity_directed_criticism
19132,0.598736889,entity_directed_criticism
19148,0.807513296,entity_directed_criticism
19204,0.543996057,entity_directed_criticism
19223,0.679438959,entity_directed_criticism
19249,0.593603022,entity_directed_criticism
19291,0.729413153,entity_directed_criticism
19295,0.537992468,entity_directed_criticism
19301,0.699157228,entity_directed_criticism
19312,0.531441092,entity_directed_criticism
19428,0.762425026,entity_directed_criticism
19439,0.805566589,entity_directed_criticism
19444,0.728733208,entity_directed_criticism
19509,0.560307081,entity_directed_criticism
19552,0.597527783,entity_directed_criticism
19579,0.691333385,entity_directed_criticism
19590,0.752719419,entity_directed_criticism
19665,0.713136168,entity_directed_criticism
19669,0.74414827,entity_directed_criticism
19676,0.663473511,entity_directed_criticism
19716,0.63756264,entity_directed_criticism
19743,0.573001976,entity_directed_criticism
19759,0.877037741,entity_directed_criticism
19791,0.881991916,entity_directed_criticism
19794,0.548277467,entity_directed_criticism
19796,0.700858216,entity_directed_criticism
19822,0.615162827,entity_directed_criticism
19866,0.726214103,entity_directed_criticism
19929,0.553818674,entity_directed_criticism
19953,0.515092721,entity_directed_criticism
20017,0.562750322,entity_directed_criticism
20021,0.607408589,entity_directed_criticism
20022,0.833917805,entity_directed_criticism
20059,0.638358976,entity_directed_criticism
20153,0.596748764,entity_directed_criticism
20154,0.777928338,entity_directed_criticism
20162,0.557324434,entity_directed_criticism
20380,0.597393284,entity_directed_criticism
20456,0.63763904,entity_directed_criticism
20515,0.535834122,entity_directed_criticism
20555,0.79828638,entity_directed_criticism
20561,0.760101553,entity_directed_criticism
20617,0.618069014,entity_directed_criticism
20623,0.664540841,entity_directed_criticism
20656,0.75102456,entity_directed_criticism
20686,0.772522882,entity_directed_criticism
20851,0.686607961,entity_directed_criticism
20873,0.537844627,entity_directed_criticism
20884,0.696918943,entity_directed_criticism
20898,0.720371567,entity_directed_criticism
20906,0.639689293,entity_directed_criticism
20921,0.679039673,entity_directed_criticism
20949,0.592414172,entity_directed_criticism
20951,0.630823878,entity_directed_criticism
20968,0.78307746,entity_directed_criticism
20969,0.522458988,entity_directed_criticism
21085,0.84732927,entity_directed_criticism
21105,0.851851793,entity_directed_criticism
21112,0.574404399,entity_directed_criticism
21125,0.671482671,entity_directed_criticism
21187,0.603003066,entity_directed_criticism
21191,0.758131749,entity_directed_criticism
21241,0.677757248,entity_directed_criticism
21267,0.606532346,entity_directed_criticism
21268,0.537844627,entity_directed_criticism
21278,0.778804741,entity_directed_criticism
21310,0.744475647,entity_directed_criticism
21346,0.753010665,entity_directed_criticism
21409,0.767215907,entity_directed_criticism
21414,0.624227991,entity_directed_criticism
21420,0.676412766,entity_directed_criticism
21447,0.640306412,entity_directed_criticism
21452,0.693086216,entity_directed_criticism
21455,0.688020891,entity_directed_criticism
21462,0.765274029,entity_directed_criticism
21534,0.726738877,entity_directed_criticism
21550,0.764747237,entity_directed_criticism
21614,0.614219841,entity_directed_criticism
21646,0.688055758,entity_directed_criticism
21682,0.758445343,entity_directed_criticism
21696,0.670288387,entity_directed_criticism
21708,0.540197422,entity_directed_criticism
21769,0.648407979,entity_directed_criticism
21783,0.512523091,entity_directed_criticism
21806,0.694738991,entity_directed_criticism
21831,0.514696548,entity_directed_criticism
21864,0.508086086,entity_directed_criticism
21873,0.563262184,entity_directed_criticism
21885,0.647162168,entity_directed_criticism
21929,0.506859943,entity_directed_criticism
21945,0.727257412,entity_directed_criticism
21952,0.830103712,entity_directed_criticism
21953,0.830103712,entity_directed_criticism
21958,0.603172152,entity_directed_criticism
21989,0.976712969,entity_directed_criticism
22070,0.738688124,entity_directed_criticism
22085,0.757426833,entity_directed_criticism
22104,0.775820774,entity_directed_criticism
22119,0.59844786,entity_directed_criticism
22141,0.515094785,entity_directed_criticism
22149,0.540265919,entity_directed_criticism
22160,0.699106594,entity_directed_criticism
22174,0.747248551,entity_directed_criticism
22212,0.548248858,entity_directed_criticism
22217,0.618692333,entity_directed_criticism
22313,0.638641171,entity_directed_criticism
22318,0.714397813,entity_directed_criticism
22331,0.51287074,entity_directed_criticism
22374,0.503373891,entity_directed_criticism
22421,0.578453837,entity_directed_criticism
22443,0.502492457,entity_directed_criticism
22491,0.588159907,entity_directed_criticism
22504,0.536214891,entity_directed_criticism
22507,0.555690714,entity_directed_criticism
22512,0.831665208,entity_directed_criticism
22553,0.637793568,entity_directed_criticism
22578,0.671217898,entity_directed_criticism
22591,0.750570267,entity_directed_criticism
22597,0.665709761,entity_directed_criticism
22662,0.776929192,entity_directed_criticism
22679,0.715338696,entity_directed_criticism
22718,0.547920554,entity_directed_criticism
22730,0.536397924,entity_directed_criticism
22732,0.512139455,entity_directed_criticism
22756,0.860029092,entity_directed_criticism
22771,0.949920774,entity_directed_criticism
22788,0.78399362,entity_directed_criticism
22852,0.691601387,entity_directed_criticism
22884,0.572077184,entity_directed_criticism
22948,0.688804478,entity_directed_criticism
22984,0.565592829,entity_directed_criticism
22989,0.605162475,entity_directed_criticism
22991,0.738951827,entity_directed_criticism
22997,0.518634915,entity_directed_criticism
23055,0.589560543,entity_directed_criticism
23057,0.778860711,entity_directed_criticism
23108,0.596127273,entity_directed_criticism
23151,0.525777681,entity_directed_criticism
23186,0.965665619,entity_directed_criticism
23189,0.507335992,entity_directed_criticism
23206,0.781037378,entity_directed_criticism
23263,0.571362354,entity_directed_criticism
23292,0.755013659,entity_directed_criticism
23336,0.694201047,entity_directed_criticism
23350,0.540287106,entity_directed_criticism
23374,0.735843224,entity_directed_criticism
23404,0.647612211,entity_directed_criticism
23411,0.692882593,entity_directed_criticism
23437,0.682393442,entity_directed_criticism
23444,0.64172609,entity_directed_criticism
23451,0.763171213,entity_directed_criticism
23470,0.548239535,entity_directed_criticism
23596,0.719783717,entity_directed_criticism
23599,0.518341834,entity_directed_criticism
23603,0.693711024,entity_directed_criticism
23613,0.520855684,entity_directed_criticism
23644,0.766146785,entity_directed_criticism
23661,0.681604094,entity_directed_criticism
23727,0.608191875,entity_directed_criticism
23735,0.790259214,entity_directed_criticism
23741,0.562823796,entity_directed_criticism
23775,0.572854632,entity_directed_criticism
23786,0.757184461,entity_directed_criticism
23799,0.572854632,entity_directed_criticism
23804,0.526135718,entity_directed_criticism
23826,0.838178375,entity_directed_criticism
23830,0.776639164,entity_directed_criticism
23831,0.605812515,entity_directed_criticism
23832,0.56536799,entity_directed_criticism
23984,0.572854632,entity_directed_criticism
24000,0.63140808,entity_directed_criticism
24002,0.648492734,entity_directed_criticism
24041,0.571217056,entity_directed_criticism
24054,0.752180999,entity_directed_criticism
24070,0.764042922,entity_directed_criticism
24075,0.58650695,entity_directed_criticism
24081,0.545638622,entity_directed_criticism
24089,0.811207212,entity_directed_criticism
24098,0.617747124,entity_directed_criticism
24140,0.737344307,entity_directed_criticism
24153,0.506519564,entity_directed_criticism
24157,0.96560741,entity_directed_criticism
24234,0.943541539,entity_directed_criticism
24243,0.667435019,entity_directed_criticism
24244,0.811623238,entity_directed_criticism
24360,0.55129051,entity_directed_criticism
24416,0.768477476,entity_directed_criticism
24420,0.660839808,entity_directed_criticism
24462,0.607135653,entity_directed_criticism
24471,0.530240618,entity_directed_criticism
24504,0.505129147,entity_directed_criticism
24516,0.585855514,entity_directed_criticism
24535,0.673968507,entity_directed_criticism
24595,0.779559806,entity_directed_criticism
24608,0.709902429,entity_directed_criticism
24648,0.644943377,entity_directed_criticism
24655,0.729992715,entity_directed_criticism
24702,0.621921403,entity_directed_criticism
24714,0.515067447,entity_directed_criticism
24765,0.765696513,entity_directed_criticism
24791,0.753009725,entity_directed_criticism
24800,0.594359392,entity_directed_criticism
24811,0.707152843,entity_directed_criticism
24892,0.515730833,entity_directed_criticism
24938,0.574879033,entity_directed_criticism
25000,0.739273427,entity_directed_criticism
25019,0.71737541,entity_directed_criticism
25032,0.533766307,entity_directed_criticism
25053,0.591143011,entity_directed_criticism
25081,0.541874317,entity_directed_criticism
